Unnamed: 0,drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
48,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
D'r Herr Albert spielt halte emol groß- artig ; er macht Guten Kombinatione.

        
",3,greber-d-jumpfer-prinzesse
49,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Ja‚, bi Gott, dis isch wohrer; nur zue Guten.

        
",3,greber-d-jumpfer-prinzesse
50,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Hein?

        
",3,greber-d-jumpfer-prinzesse
51,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Wenn'r kummt, ze-n-isch's nit wäje dir un dinere Distraktion. Dis emol weiß ich.

        
",3,greber-d-jumpfer-prinzesse
52,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Allons, allons donc. — 's isch doch üwer e Johr, daß m'r am Sunndaas unser Piketel gemachti han . . .
          gradi bis üf d'letschte Wuche.

        
",3,greber-d-jumpfer-prinzesse
53,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Alles for dich. Un sunsch nix.

        
",3,greber-d-jumpfer-prinzesse
54,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Ja‚, was denn awer ?

        
",3,greber-d-jumpfer-prinzesse
55,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
's het m'r schun langer nimm gebaßt. Guten, daß 'r vun ase furtbliet.

        
",3,greber-d-jumpfer-prinzesse
56,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Ah so, dis meinsch, — — Üwerall muesch dü ebbs ze finde han. Loß doch die Sach ruewie gehn und melier
          dich nit drin. Kummt Zitt’, kummt Roth.

        
",4,greber-d-jumpfer-prinzesse
57,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Niemols! — — Niemols in d'r Welt! — — 's Jeanne isch m'r viel ze Guten for ne.

        
",4,greber-d-jumpfer-prinzesse
58,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Hoho! Nur langsam — — de weisch jo noch gar mit, eb'r's au möcht.

        
",4,greber-d-jumpfer-prinzesse
59,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Eb er's au möcht! E kuriosi Fröiij.- — Un wenn nit, um so besser. Vo wurd's au nit so wit kumme . ...
          es derf nit so wit
          
kumme. Wäje dem wär's m'r am Liebschter, 'r dhädd in sinere Schlossersbüdik bliewe, wo'r
          anne ghört.

        
",4,greber-d-jumpfer-prinzesse
60,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Dis isch jetz nit Schön geredt, . . . . gar nit Schön.

        
",4,greber-d-jumpfer-prinzesse
61,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Unser Jeanne! — Unser Jeanne! — Unser Schmerzeskind! — — O Gott, wenn i noch dran denk. — — Dis arm
          Eländer Kind, wie's üf d'Welt isch kumme. Die Kranket, wo's het passire müen. Un wie oft bin ich an
          sinere Waau gseffe bis am frühje Morjen un hab Waacht ghalte, daß i nimm gewißt hab, wo m'r d'r Kopf
          steht. — — Un gedenkts d'r nimm, wie m'r in unsrem Jungi-n-Ehstand als de ganze Daa vum e Stückel Brod
          un Käs han lab müen... wie m'r als hungrig ins Bett sin gange un hungrig üfsgstande . . . . un wie
          m'r de letschte Pfenni üf de Disch annegelajt han? — Un dis alles for unser Jeanne . . . . unsre
          stolzi, unsri Fräid. Wenn's nur gelacht het un eß sini Kläiner Ärm ergejegstreckt het . . . dis isch
          genue gsin for unser Glüeck. Un alle Mol, wenn ich in d'Kirich bin gange, ze hawi gebett: Liawe
          Herrgott im Himmel, schenk mir nix, schenk mim Mænner nix, schenk alles im Jeanne, daß es emol e-n-andrs
          Los findt als wie mir zwei.

        
",4,greber-d-jumpfer-prinzesse
62,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Mach doch de Täifel nit schwärzer als 'r isch. Geje's letscht isch's uns ganz Guten gange, bis üf
          min bissel Kranket.

        
",4,greber-d-jumpfer-prinzesse
63,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Zell schun. — Awer d'erschte Zitt’! verschreck! verschreck! — — Dü e-n-arm Coiffeurgsell , ich
          e-n-arms Lademaidel . . . un bis krank Kind ..... Notte vun Doktor... un Ubedeeker, un ken Murke Brod
          in d'r Dischschüblad.

        
",4,greber-d-jumpfer-prinzesse
64,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Bösi Sitte sin's gsin, c'est vrai.

        
",4,greber-d-jumpfer-prinzesse
65,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
D'r lieb Herrgott het's awer Guten gemeint mit uns. Gsund isch unser Jeanne worre wie e Fisch im
          Wasser, starick un Kraft.

        
",4,greber-d-jumpfer-prinzesse
66,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Dis will i meinen. E Mamsell, wie sie in d'Welt ghört. Un e gscheits Köpfel.

        
",4,greber-d-jumpfer-prinzesse
67,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Nemm doch awer au an, was mer'm for e-n-Edükation han zuekomme lon. 's isch jo nur, daß m'r d'rvun
          redd.

        
",4,greber-d-jumpfer-prinzesse
68,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Jooh, wenn ich jetz Allewil dodran denke mueßt. Dis hawi schun langer widder vergasse.

        
",4,greber-d-jumpfer-prinzesse
69,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Dü derfsch 's awer nit vergasse, dis isch dini Pflicht un Schuldigkeit. Un wenn de's vergasse
          dhäddsch . . . dis wär ins aije Fleisch gschnitte. — — Dis Kapital, wo im Jeanne sini Edükation het
          koscht, mueß Zinse traaue. Wittersch mueß es kumme als mir. Mit so ere Bildung kann's sini Pretentione
          mache... in d'r bescht Famili kann's sich zaije un brücht nit üf de Bodde ze lueje.

        
",4,greber-d-jumpfer-prinzesse
70,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer :

          
Uff ein Art bin i ganz vum dinere Meinung, awer. ...

        
",5,greber-d-jumpfer-prinzesse
71,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Als Frau vum e Schlossergsell ? Dis wärd e Stückel for unsri liewi Friendschaft.
          
- — Was han sie gspöttelt un d'Achsle gezuckt, daß m'r an unser Kind alles gewendt han,
          was in unsre Kraft gstande-n-isch. Un jetz solle sie Rechte bhaltee? Niemols in d'r Welt, saa ich. Unwas
          ich m'r verheiße hab, dis halte ich au, un do kann bassire was will. Es düürt verlicht nimm langer, daß de
          mich verstehsch.

        
",5,greber-d-jumpfer-prinzesse
72,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
De reddsch jo gradi, wie wenn schun ebbs...

        
",5,greber-d-jumpfer-prinzesse
73,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Wer weiß! — — stilli, do sieh ich gradi s'Lüwis kumme. Dis isch au eins, wo am Liebschter vor Näid
          verspringe möcht. Un noch d'rzue d'libhafti Schweschter.

        
",5,greber-d-jumpfer-prinzesse
74,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
O jeh, d'Hewamm.

        
",5,greber-d-jumpfer-prinzesse
75,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt

          
(eine robuste Person, geje Ende der Vierziger, konmunes G'sicht mit Sommersprossen. Etwas
          rötliches Haar ; in der Thür):

          
Isch's Juliette nit do?
          
(hinter ihr Célestine, 15 Jahre alt, im Erstkommunikantenschmuck).

        
",5,greber-d-jumpfer-prinzesse
76,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Bis jetz noch nit.

        
",5,greber-d-jumpfer-prinzesse
77,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Schun widder durichgebrennt. 's isch doch arrig. — — kumme, Kind; gell, dü witt do erin.

        
",5,greber-d-jumpfer-prinzesse
78,drama,Célestine,F,,,,"
          
Célestine:

          
Bonjour, Madamen Schmelzer.

        
",5,greber-d-jumpfer-prinzesse
79,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Jetz gück emol 's Célestinel. — Awer nett gemutzt. Wie e-n-Angele. — Der sin Schleier, wo dü
          anhesch, un dis Schön Gebettbuech. — Ich felicitir d'r vun Härze.

        
",5,greber-d-jumpfer-prinzesse
80,drama,Célestine,F,,,,"
          
Célestine:

          
Merci bien, Madamen Schmelzer.

        
",5,greber-d-jumpfer-prinzesse
81,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Geh au zuem Herr Schmelzer. Loß di mol bedrachte vum.

        
",5,greber-d-jumpfer-prinzesse
82,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer

          
(ihr die Backen streichend):

          
A la bonheur! — Gell, 's isch Schön gsin in d'r Kirich?

        
",5,greber-d-jumpfer-prinzesse
83,drama,Célestine,F,,,,"
          
Célestine

          
(verklärt):

          
Ooh ja!

        
",5,greber-d-jumpfer-prinzesse
84,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Jetz kummsch au üs d'r Schül. Wursch froh drum sin.

        
",6,greber-d-jumpfer-prinzesse
85,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Ja‚, ball heißt's: Adieu Schülersack. Was soll d'rno üs d'r wäre?

        
",6,greber-d-jumpfer-prinzesse
86,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Saa doch, Kind; Schön Antwort gen.

        
",6,greber-d-jumpfer-prinzesse
87,drama,Célestine,F,,,,"
          
Célestine:

          
Zerscht bliewi noch d'heime bi d'r Mamme.

        
",6,greber-d-jumpfer-prinzesse
88,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Un d'rno?

        
",6,greber-d-jumpfer-prinzesse
89,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Hirothe.

        
",6,greber-d-jumpfer-prinzesse
90,drama,Célestine,F,,,,"
          
Celestine:

          
Nein.

        
",6,greber-d-jumpfer-prinzesse
91,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Hesch d'r ebbs vorgenumme? Un hesch d'r lieb Herrgott Rechte ordentlich drum gebitt?

        
",6,greber-d-jumpfer-prinzesse
92,drama,Célestine,F,,,,"
          
Célestine:

          
Ja‚.

        
",6,greber-d-jumpfer-prinzesse
93,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Um was denn ?

        
",6,greber-d-jumpfer-prinzesse
94,drama,Célestine,F,,,,"
          
Célestine:

          
Ich möcht gern . . . Schweschter wäre.

        
",6,greber-d-jumpfer-prinzesse
95,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Schweschter! Au nit üwel.

        
",6,greber-d-jumpfer-prinzesse
96,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer :

          
Bravs Kind !
          
(zu Frau Schwindt)
 Es ghört in d'r Madamen Sütter . . . üs'm rez-de-chaussée .....

        
",6,greber-d-jumpfer-prinzesse
97,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Ich kenn's. 
          
(zu Célestine)
 Also Schweschter witt dü wäre. Bisch dü awer e dumms Kind. Laß dü dis
          liewersch bliewe. Geh dü ehnder in d'Hewammeschul, daß de-n-ebbs rechts lehrsch. Dis ander Dings isch
          Larifari.

        
",6,greber-d-jumpfer-prinzesse
98,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Lüwis! Redd doch nit so wuescht! — An so 'me Daa!

        
",7,greber-d-jumpfer-prinzesse
99,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
's isch min Arnscht. Mit dem kann's meh verdeene als mit Bette un Kirichelaufe.

        
",7,greber-d-jumpfer-prinzesse
100,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Pscht, Gschweij! Loß dis unterwäjs. — Ich hab genue jetz. Voyons! — — Hesch ganz erecht, Kind, daß
          de Schweschter wursch.

        
",7,greber-d-jumpfer-prinzesse
101,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Dis meinen ich au. No traasch eß de Säje ins Huus. — Wott's nur Gott, daß m'r dich nit emol brüche.

        
",7,greber-d-jumpfer-prinzesse
102,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Geh jetz widder Schön 
          
(setzt seine Brille auf und schickt sich an, die Zeitung zu lesen).

        
",7,greber-d-jumpfer-prinzesse
103,drama,Célestine,F,,,,"
          
Célestine:

          
's Jeanne loßt noch saaue, es kummt glich. 's isch noch e bissel bi de Kinder im Pfarrhüs.

        
",7,greber-d-jumpfer-prinzesse
104,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
's isch erecht. — Jetz saasch in dinere Mamme e schöns Compliment, un sie soll Morjen Middaa e bissel
          eruffkumme.

        
",7,greber-d-jumpfer-prinzesse
105,drama,Célestine,F,,,,"
          
Célestine:

          
Ich richt's üs. Adieu beisammen.

        
",7,greber-d-jumpfer-prinzesse
106,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer und Frau:

          
Adieu Kind. 
          
(Célestine giebt beiden die Hand, dann ab.)

        
",7,greber-d-jumpfer-prinzesse
107,drama,Emelie Schmelzer,F,,,,"
          
Schmelzer und Frau:

          
Adieu Kind. 
          
(Célestine giebt beiden die Hand, dann ab.)

        
",7,greber-d-jumpfer-prinzesse
108,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Ich derf eins dämpfe, Mamme.

        
",7,greber-d-jumpfer-prinzesse
109,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Awer nur eins, het d'r Doktor gsaat.

        
",7,greber-d-jumpfer-prinzesse
110,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer :

          
Bon!
          
(stopft sich die Pfeife und raucht.)

        
",7,greber-d-jumpfer-prinzesse
111,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Grad kumme i vum Grüneberry . .. vun ere Kimbettere, wo arig an mich halte. — Do drüsse isch schint's
          großi Feschtlichkeit. In d'r ""Grüne Wart"" hängt alles vol Fähne un Lampions.

        
",7,greber-d-jumpfer-prinzesse
112,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Dis isch for Morjen. D'Societät vun mim Mænner fiert e Gaartefescht. Er isch au ingelade.

        
",8,greber-d-jumpfer-prinzesse
113,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
For so e Feschtlichkeit find ich's noch e bissel frühj. Jetz, d'Däj sin jo wirklich schun arig heissa.
          Macht'r mit?

        
",8,greber-d-jumpfer-prinzesse
114,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Wie kannsch fröuje. Alles, nur dis nit. Er kann froh sin, daß'r widder volls gsunder wurd.

        
",8,greber-d-jumpfer-prinzesse
115,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
So gfährlich isch's jetz au nit gradi, wie des machsch — — noch langer nit.

        
",8,greber-d-jumpfer-prinzesse
116,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
De gehsch m'r awer nit anne!

        
",8,greber-d-jumpfer-prinzesse
117,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Ich will jo gar nit, hawi schun e paar Mol gsaat.

        
",8,greber-d-jumpfer-prinzesse
118,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Also. 
          
(zu Frau Schwindt)
 De hesch noch'm Juliette gfröujt.

        
",8,greber-d-jumpfer-prinzesse
119,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Ich saa jo. Mir geht noch d'Gall üwer. Isch dis nit e G’schäfte mit denne Kinder! D'r Scharl isch üwer
          Middaa gar nit zuem Esse kumme.

        
",8,greber-d-jumpfer-prinzesse
120,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
Un's Juliette?

        
",8,greber-d-jumpfer-prinzesse
121,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Gsaat het's emol, es geht in d'Veschper. 's isch awer nit drinne gsin, die Eländer Krott. Wer weiß, wo
          dis widder steckt. Am Sunndaa isch's wie vun de Kette. De Löffel üs'm Mül un d'rno los. — Liawe e Sack
          Flöh hüte, als so e Maidl.

        
",8,greber-d-jumpfer-prinzesse
122,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer :

          
De wursch d'r au viel Mühj angenn!

        
",8,greber-d-jumpfer-prinzesse
123,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Was soll jetz widder dis Gstupfs ?

        
",8,greber-d-jumpfer-prinzesse
124,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
De gibbsch nit genue Achdung üf dini Kinder. Wie m'r sie zeijt, so het m'r sie.

        
",8,greber-d-jumpfer-prinzesse
125,drama,Jeanne-Louise Schwindt,F,,,,"
          
Frau Schwindt:

          
Ja‚, um's Himmels Heiligi Wille, ihr wäre mir doch ken Reprosche mache!

        
",8,greber-d-jumpfer-prinzesse
126,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
O nein, gar nit, m'r meinen nur eso.

        
",9,greber-d-jumpfer-prinzesse
127,drama,Jakob Schmelzer,M,,,,"
          
Frau Schmelzer:

          
Er wurd doch noch als Schwöujer ebbs saaue derfe.

        
",9,greber-d-jumpfer-prinzesse
128,drama,Jakob Schmelzer,M,,,,"
          
Schmelzer:

          
's isch jo nit 's erscht Mol, daß dis üf's Dabeet kummt.

        
",9,greber-d-jumpfer-prinzesse
