drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name
drama,Jakob Schmelzer,M,,,,"Allons, allons donc. — 's isch doch üwer e Johr, daß m'r am Sunndaas unser Piketel gemacht han . . . grad bis uff d'letschte Wuche.",3,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Alles for dich. Un sunsch nix.,3,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Ja, was denn awer ?",3,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"'s het m'r schun lang nimm gebaßt. Guet, daß 'r vun ase furtbliet.",3,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Ah so, dis meinsch, — — Üwerall muesch dü ebbs ze finde han. Loß doch die Sach ruewi gehn und melier dich nit drin. Kummt Zitt, kummt Roth.",4,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Niemols! — — Niemols in d'r Welt! — — 's Jeanne isch m'r viel ze guet for ne.,4,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Hoho! Nur langsam — — de weisch jo noch gar mit, eb'r's au möcht.",4,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Eb er's au möcht! E kuriosi Fröuj.- — Un wenn nit, um so besser. Vo wurd's au nit so wit kumme . ... es derf nit so wit|||kumme. Wäje dem wär's m'r am liebschte, 'r dhädd in sinere Schlossersbüdik bliewe, wo'r anne ghört.",4,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Dis isch jetz nit schön geredt, . . . . gar nit schön.",4,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Unser Jeanne! — Unser Jeanne! — Unser Schmerzeskind! — — O Gott, wenn i noch dran denk. — — Dis arm elend Kind, wie's uff d'Welt isch kumme. Die Krankheite, wo's het passire müen. Un wie oft bin ich an sinere Waau gseffe bis am frühje Morje un hab Waacht ghalte, daß i nimm gewißt hab, wo m'r d'r Kopf steht. — — Un gedenkts d'r nimm, wie m'r in unsrem junge-n-Ehstand als de ganze Daa vum e Stückel Brod un Käs han lewe müen... wie m'r als hungrig ins Bett sin gange un hungrig uffsgstande . . . . un wie m'r de letschte Pfenni uff de Disch annegelajt han? — Un dis alles for unser Jeanne . . . . unsre Stolz, unsri Fraid. Wenn's nur gelacht het un eß sini kleini Ärm ergejegstreckt het . . . dis isch genue gsin for unser Glück. Un alle Mol, wenn ich in d'Kirich bin gange, ze hawi gebett: Liewer Herrgott im Himmel, schenk mir nix, schenk mim Mann nix, schenk alles im Jeanne, daß es emol e-n-anders Loos findt als wie mir zwei.",4,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Mach doch de Deifel nit schwärzer als 'r isch. Geje's letscht isch's uns ganz guet gange, bis uff min bissel Krankheit.",4,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Zell schun. — Awer d'erschte Zitte! Schrecklich! Schrecklich! — — Dü e-n-armer Coiffeurgsell , ich e-n-arms Lademaidel . . . un bis krank Kind ..... Notte vun Dokter... un Ubedeeker, un ken Murke Brod in d'r Dischschüblad.",4,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Bösi Sitte sin's gsin, c'est vrai.",4,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"D'r lieb Herrgott het's awer guet gemeint mit uns. Gsund isch unser Jeanne worre wie e Fisch im Wasser, starik un kräfti.",4,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Dis will i meine. E Mamsell, wie sie in d'Welt ghört. Un e gscheits Köpfel.",4,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Nemm doch awer au an, was mer'm for e-n-Edükation han zuekomme lon. 's isch jo nur, daß m'r d'rvun redd.",4,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Jooh, wenn ich jetz allewyl dodran denke mueßt. Dis hawi schun lang widder vergesse.",4,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Dü derfsch 's awer nit vergesse, dis isch dini Pflicht un Schuldigkeit. Un wenn de's vergesse dhäddsch . . . dis wär ins aije Fleisch gschnitte. — — Dis Kapital, wo im Jeanne sini Edükation het koscht, mueß Zinse traaue. Wittersch mueß es kumme als mir. Mit so ere Bildung kann's sini Pretentione mache... in d'r bescht Familli kann's sich zaije un brücht nit uff de Bodde ze lueje.",4,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Uff ein Art bin i ganz vum dinere Meinung, awer. ...",5,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Als Frau vum e Schlossergsell ? Dis wärd e Stückel for unsri liewi Frindschaft.|||- — Was han sie gspöttelt un d'Achsle gezuckt, daß m'r an unser Kind alles gewendt han, was in unsre Kräfte gstande-n-isch. Un jetz solle sie Recht bhalte? Niemols in d'r Welt, saa ich. Unwas ich m'r verheiße hab, dis halt ich au, un do kann bassire was will. Es düürt verlicht nimm lang, daß de mich verstehsch.",5,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"De reddsch jo grad, wie wenn schun ebbs...",5,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Wer weiß! — — Still, do sieh ich grad s'Lüwis kumme. Dis isch au eins, wo am Liebschte vor Nid verspringe möcht. Un noch d'rzue d'libhafti Schweschter.",5,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"O jeh, d'Hewamm.",5,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,Isch's Juliette nit do?,5,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Bis jetz noch nit.,5,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,"Schun widder durichgebrennt. 's isch doch arrig. — — Kumm, Kind; gell, dü witt do erin.",5,greber-d-jumpfer-prinzesse
drama,Célestine,F,,,,"Bonjour, Madam Schmelzer.",5,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Jetz gück emol 's Célestinel. — Awer nett gemutzt. Wie e-n-Engele. — Der sin Schleier, wo dü anhesch, un dis schön Gebettbuech. — Ich felicitir d'r vun Herze.",5,greber-d-jumpfer-prinzesse
drama,Célestine,F,,,,"Merci bien, Madam Schmelzer.",5,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Geh au zuem Herr Schmelzer. Loß di mol betrachte vum.,5,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"A la bonheur! — Gell, 's isch schön gsin in d'r Kirich?",5,greber-d-jumpfer-prinzesse
drama,Célestine,F,,,,Ooh ja!,5,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,Jetz kummsch au üs d'r Schül. Wursch froh drum sin.,6,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Ja, ball heißt's: Adieu Schülersack. Was soll d'rno üs d'r wäre?",6,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Saa doch, Kind; schön Antwort genn.",6,greber-d-jumpfer-prinzesse
drama,Célestine,F,,,,Zerscht bliewi noch d'heime bi d'r Mamme.,6,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Un d'rno?,6,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,Hirothe.,6,greber-d-jumpfer-prinzesse
drama,Célestine,F,,,,Nein.,6,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Hesch d'r ebbs vorgenumme? Un hesch d'r lieb Herrgott recht ordentlich drum gebitt?,6,greber-d-jumpfer-prinzesse
drama,Célestine,F,,,,Ja.,6,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Um was denn ?,6,greber-d-jumpfer-prinzesse
drama,Célestine,F,,,,Ich möcht gern . . . Schweschter wäre.,6,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,Schweschter! Au nit üwel.,6,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Bravs Kind !|||Es ghört in d'r Madam Sütter . . . üs'm rez-de-chaussée .....,6,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,"Ich kenn's.|||Also Schweschter witt dü wäre. Bisch dü awer e dumms Kind. Laß dü dis liewersch bliewe. Geh dü ehnder in d'Hewammeschul, daß de-n-ebbs rechts lehrsch. Dis ander Dings isch Larifari.",6,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Lüwis! Redd doch nit so wuescht! — An so 'me Daa!,7,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,'s isch min Ernscht. Mit dem kann's meh verdiene als mit Bette un Kirichelaufe.,7,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Pscht, Gschweij! Loß dis unterwäjs. — Ich hab genue jetz. Voyons! — — Hesch ganz erecht, Kind, daß de Schweschter wursch.",7,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Dis mein ich au. No traasch eß de Säje ins Hüs. — Wott's nur Gott, daß m'r dich nit emol brüche.",7,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Geh jetz widder schön,7,greber-d-jumpfer-prinzesse
drama,Célestine,F,,,,"'s Jeanne loßt noch saaue, es kummt glich. 's isch noch e bissel bi de Kinder im Pfarrhüs.",7,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"'s isch erecht. — Jetz saasch in dinere Mamme e schöns Compliment, un sie soll morje Middaa e bissel eruffkumme.",7,greber-d-jumpfer-prinzesse
drama,Célestine,F,,,,Ich richt's üs. Adieu bisamme.,7,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Adieu Kind.,7,greber-d-jumpfer-prinzesse
drama,Emelie Schmelzer,F,,,,Adieu Kind.,7,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Ich derf eins dämpfe, Mamme.",7,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Awer nur eins, het d'r Dokter gsaat.",7,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Bon!,7,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,"Grad kumm i vum Grüneberry . .. vun ere Kimbettere, wo arig an mich halt. — Do drüsse isch schint's großi Feschtlichkeit. In d'r ""Grüne Wart"" hängt alles voll Fähne un Lampions.",7,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Dis isch for morje. D'Societät vun mim Mann fiert e Gaartefescht. Er isch au ingelade.,8,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,"For so e Feschtlichkeit find ich's noch e bissel frühj. Jetz, d'Däj sin jo wirklich schun arig heiß. Macht'r mit?",8,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Wie kannsch fröuje. Alles, nur dis nit. Er kann froh sin, daß'r widder volls gsund wurd.",8,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"So gfährlich isch's jetz au nit grad, wie des machsch — — noch lang nit.",8,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,De gehsch m'r awer nit anne!,8,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Ich will jo gar nit, hawi schun e paar Mol gsaat.",8,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Also.|||De hesch noch'm Juliette gfröujt.,8,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,Ich saa jo. Mir geht noch d'Gall üwer. Isch dis nit e Gschäft mit denne Kinder! D'r Scharl isch üwer Middaa gar nit zuem Esse kumme.,8,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Un's Juliette?,8,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,"Gsaat het's emol, es geht in d'Veschper. 's isch awer nit drinne gsin, die elend Krott. Wer weiß, wo dis widder steckt. Am Sunndaa isch's wie vun de Kette. De Löffel üs'm Mül un d'rno los. — Liewer e Sack Flöh hüte, als so e Maidel.",8,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,De wursch d'r au viel Mühj angenn!,8,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,Was soll jetz widder dis Gstupfs ?,8,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"De gibbsch nit genue Achtung uff dini Kinder. Wie m'r sie zeijt, so het m'r sie.",8,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,"Ja, um's Himmels heilige Wille, ihr wäre mir doch ken Reprosche mache!",8,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"O nein, gar nit, m'r meine nur eso.",9,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Er wurd doch noch als Schwöujer ebbs saaue derfe.,9,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"'s isch jo nit 's erscht Mol, daß dis uff's Dabeet kummt.",9,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,"Ah so, do lauft d'r Has! Ihr saaue mir, daß ich mini Kinder neglischier. — Ihr han guet redde. Ihr han kein Buewe. Ihr wisse nit was es heißt, Buewe rejiere. Do wurd m'r nimm Meischter. Do isch allegelde-n-ebbs andersch los. Gottlob nur, daß min Schosseff bi de Soldate-n-isch -, do wäre sie ne hoffentlich Mores lehre.",9,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Dini Kinder kreije ze viel Geld in d'Händ.,9,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,"Was dhuet m'r nit alles for sine liewe Fridde. — — Denke dran, wenn ich am Naachts mine Service gemacht hab — un wie oft kummt's vor, daß ich erüsgschellt wurr — ze wurd m'r doch am Daas e bissel Rühj ze gunne sin.",9,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Der Scharl verführt awer e Lewe, daß m'r sich schäme mueß, wenn vum geredt wurd. Der soll jo de Baron spiele un mit Goldstückle nur so um sich schmisse. Jede-n-Owe im Bierhüs, am dreije odder viere heim, ich will gar nit saaue wie.",9,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,Kann ich ebbs drfor? — — Buewe in dem Alter kann m'r nimm hewwe. Do isch m'r einfach ferdi.,9,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Un 's Juliette kummt z' Naachts als gar nit heim.,9,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,Wer het jetz dis widder gsaat ?,9,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Dü hesch m'r's jo d'vorder Wuch selbscht verzählt. Odder hawi getraimt?,9,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"De wursch noch dini Wunder erlewe mit'm Juliette, saa nurre, ich hab's d'r gsaat. Der Krüj geht so lang zuem Brunne bis daß'r verbrecht.",9,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,"Au dis noch!|||O Gott, was bin ich for e-n-unglücklichi Frau. Allewyl mueß ich m'r dis saaue lon. — Ich wünscht, ich wär schun uff'm Gottsacker. Do schafft m'r vun z'Morjes frühj bis spät in d'Nacht nin — — ganz ellein — — d'r Mann isch eim schun zeh Johr gstorwe ..... un do sitzt m'r mit dreij Kinder, eins schlimmer wie's ander.",9,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Hoho! hoho! — — Jetzt fangsch au noch an ze hyle. Dis isch doch sunsch nit dini Gewohnheit.,9,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,"'s isch awer au wohr. Wie wenn ich's ändere könnt. — — Ich mach jo, was in mine Kräfte steht, es langt awer nit. — Wenn du dine Mann so frühj verlore hättsch . . .",10,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Jetz blie nur ruewi. 's isch jo guet gemeint gsin.,10,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,"Ihr han halt nur eijer Jeanne. E Kind mit eme guete Charakter. Un d'r Charakter isch d'Hauptsach. Nit uff Lichtsinnigkeit angelait, wie min Juliette.|||Wisse-n-er, bös isch's jo nit. . . es het e guets Herz un isch au sunsch nit dumm, awer 's halt ze weni uff sich, 's isch nit seriös genue. — — 's Jeanne awer...",10,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Brüchsch's gar nit mit 'm Juliette ze vergliche, 's isch nit nothwendig.",10,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,"Nurre nit ze hoch uff's Roß, Schwöujer. Lach nur nit ze frühj. Tügend isch oft nir andersch als Mangel an Okkasion. Gar manichs, wo au nit schlechter isch gsin als 's Jeanne, het dis erfahre müen.",10,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Dummheite!,10,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,'s isch m'r nit angst drum.,10,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,"Jetz -, ich kann mich jo au trumpiere. .....",10,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Alti Schnakklere!|||Ich geh e bissel in de Hofft uff de Bank sitze.|||Adieu bisamme.,10,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Awer nur in d'Sunn, hett d'r Dokter gsaat.",10,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,"Ihr han viel Glück mit'm Jeanne, dis isch wohr.",10,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,M'r sin au e bissel selbscht dran schuld. M'r bilde's uns wenigschtens in.,10,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,"Was will i denn noch gschwind fröuje. — Gell, 's Jeanne isch Hochzittere?",10,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Hochzittere!,10,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,"Geh, stell dich doch nit eso.",11,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,Isch's also wirklich wohr? — — O Gott!,11,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,In d'r ganze Stadt 'rum heißt's emol eso.,11,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"In d'r ganze Stadt? — Siehsch, un ich weiß nit emol nix rechts. Kennsch doch 's Jeanne, wie's isch. Allewyl for sich, allewyl sini ajene Gedanke, Ken stimmlis Wort het's noch drvun geredt, M'r derf's au gar nit fröuje. 's isch so wunderlich. — — Un doch hawi's gspanne, daß ebbs im Werik mueß sin.",11,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,Un d'r Herr Albert?,11,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"Dis kann uns eins sin. Er het jo ken Recht uff ins. — 's Jeanne dhädd jo unglücklich wäre mit'm. E Mann in dere armselige Position! Weje dem hawi hit schun gsaat, es mueß uffhöre, daß'r here kummt.",11,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,"D'r jung Steinfeld isch halt geje im ebbs ganz andersch. Wenn's Jeanne denne verwitsche dhädd, ze hätt's min Seel 's groß Loos gezöuje.",11,greber-d-jumpfer-prinzesse
drama,Jakob Schmelzer,M,,,,"O Gott, babbel doch nit so lütt. 's wurd m'r ganz schwindlig. — Also 's soll wirklich wohr sin?",11,greber-d-jumpfer-prinzesse
drama,Jeanne-Louise Schwindt,F,,,,"M'r saat's üwerall! — Ja, isch'r denn noch nit do gsin?",11,greber-d-jumpfer-prinzesse
