Unnamed: 0,drama_type,speaker,sex,job,job_category,social_class,text,progress,short_name,numTokens,numLexTokens,avgLexVal,lexRatio
11,comedy,EMMA,F,,,,"
          
Emma.

          
Oh, ich ka schaffe!... ich ha lehre nàie un ka ins
                        beste-n-Atelier geh... ich will mich scho dureschla...

        
",2,lustig-im-julie-si-gheimniss,21,1,0.0,0.047619047619047616
12,comedy,JULIE,F,,,,"
          
Julie.

          
Los, Emma, Dü sàisch mr nitt alles... wenn Dü dr Mann
                        refüsiert hasch, wo Dir Di Vater hat welle
 gà, so wird
                        wohrschinlig e-n-anderer im Spiel si, wo Dü gern hasch!

        
",2,lustig-im-julie-si-gheimniss,34,6,0.2657834128603116,0.17647058823529413
13,comedy,EMMA,F,,,,"
          
Emma.

          
's isch wohr... ich ha ne junger Mensch gern.. dr Herr
                        Adolph... er reist mit Singer...

        
",2,lustig-im-julie-si-gheimniss,17,4,0.30200000000000005,0.23529411764705882
15,comedy,EMMA,F,,,,"
          
Emma.

          
Eh nei... er reist mit Singer, mit Nàihmaschine,
                        wo-n-eso heisse!... er hat mir eine verkaüft in
                        Strossburg un hat mich lehre nàie druf un do hat sich
                        das Ding halt eso nooch un nooch...

        
",3,lustig-im-julie-si-gheimniss,37,4,0.1364196809375461,0.10810810810810811
16,comedy,JULIE,F,,,,"
          
Julie.

          
Ig'fàdelt!... güet, ich verstand's...

        
",3,lustig-im-julie-si-gheimniss,6,2,0.5963584376249478,0.3333333333333333
17,comedy,EMMA,F,,,,"
          
Emma.

          
Unglickligerwis isch er derno furt uf Milhüse, un
                        obschon mir uns Treüe g'schwore hàn bis ins Grab, so
                        ha-n-ich allewil Angst, ass er mich vergesse hat...

        
",3,lustig-im-julie-si-gheimniss,29,5,0.10940000000000001,0.1724137931034483
18,comedy,JULIE,F,,,,"
          
Julie.

          
's isch halt alles möglig uf dr Welt... 's beste wird
                        si, Dü machsch's as wie er.

        
",3,lustig-im-julie-si-gheimniss,19,2,0.2735,0.10526315789473684
19,comedy,EMMA,F,,,,"
          
Emma.

          
Das isch glich gsàit... à propos, weisch Dü, ass De ne
                        schöne Wohnung hasch do? wieviel Zimmer sin's?

        
",3,lustig-im-julie-si-gheimniss,20,1,0.7527279085677913,0.05
21,comedy,EMMA,F,,,,"
          
Emma.

          
Un do si mr im Salon... das isch jo pràchtig... awer sag
                        mr, was tribsch Dü jetz eigentlig... uf eimol bisch vo
                        Strossburg verschwunde un hasch mir im e ziemlig
                        verwickelte Brief hinterlo, Dü giengsch Dich 
 geh
                        etabliere z'Milhüse... schint's Di G'schàft müess nitt
                        iwel marschiere!

        
",4,lustig-im-julie-si-gheimniss,49,5,0.2032,0.10204081632653061
22,comedy,JULIE,F,,,,"
          
Julie.

          
Los, Emma, Dir derf ich's wohl sage... ich bi
                        g'hirothe!

        
",4,lustig-im-julie-si-gheimniss,12,2,0.5783502385809349,0.16666666666666666
24,comedy,JULIE,F,,,,"
          
Julie.

          
Ich ha nitt känne... 's isch e G'heimniss.

        
",4,lustig-im-julie-si-gheimniss,9,1,0.0,0.1111111111111111
26,comedy,JULIE,F,,,,"
          
Julie.

          
Dr Fritz, mi Mann, isch G'schàftsfiehrer in dem
                        Tüechlade, grad im Hüs do nàwes... er hat mich lehre
                        kenne in Strossburg, denn er isch emol e paar Wuche in
                        das Hüs ku, wo-n-ich Ladejumpfre gsi bi, wege
                        G'schàfte, un hat rnr eso si Rand offriert, awer mit dr
                        Kundition, ass kei Mensch nit wisse derf vo unsrer
                        Hiroth.

        
",5,lustig-im-julie-si-gheimniss,61,7,0.22228571428571428,0.11475409836065574
27,comedy,EMMA,F,,,,"
          
Emma.

          
Do hat er schint's e Vater oder e Müetter, wo dergege
                        kännt si?

        
",5,lustig-im-julie-si-gheimniss,15,1,0.0,0.06666666666666667
28,comedy,JULIE,F,,,,"
          
Julie.

          
Er hat kei Vater un kei Müetter meh...

        
",5,lustig-im-julie-si-gheimniss,9,1,0.0,0.1111111111111111
29,comedy,EMMA,F,,,,"
          
Emma.

          
Eh, wer hat denn derno ebbes z'sage derzüe?...

        
",5,lustig-im-julie-si-gheimniss,10,1,0.5456787237501844,0.1
30,comedy,JULIE,F,,,,"
          
Julie.

          
Si Herr, si Patron... ne richer Kütz, wo halt fir dr
                        Fritz als Kind scho g'sorgt hat, un jetz will er ne
                        mache ne riche Fraü hirothe un will ne derno als
                        Associé nàh; dr Fritz zittert vor em mehr, as wenn's si
                        Vater wàr, un bis dohi hat er em noch nie traüe sage,
                        ass ich si Fraü bi.

        
",6,lustig-im-julie-si-gheimniss,62,6,0.08150261359364781,0.0967741935483871
31,comedy,EMMA,F,,,,"
          
Emma.

          
Los Julie, Di Mann isch nitt g'scheidt!... un Dü losch's
                        bi dem bliwe?

        
",6,lustig-im-julie-si-gheimniss,15,3,0.3492334923872899,0.2
32,comedy,JULIE,F,,,,"
          
Julie.

          
Wenn Dü wisse thàtsch, wie-n-er als thüet ahalte!

        
",6,lustig-im-julie-si-gheimniss,11,1,0.0,0.09090909090909091
33,comedy,EMMA,F,,,,"
          
Emma.

          
Oh... Dü, mit Dim schwache Charakter, Dü losch allewil
                        mit Dr mache, was me will... ich an Dim Platz wott mi
                        Mann scho mache z'rede... liewer nitt Associé werde,
                        ass eso lewe!

        
",6,lustig-im-julie-si-gheimniss,34,5,0.3372411942733002,0.14705882352941177
34,comedy,JULIE,F,,,,"
          
Julie.

          
's isch wohr!... wenn Dü wisse thàtsch, was ich lide
                        müess!...

        
",6,lustig-im-julie-si-gheimniss,12,2,0.164,0.16666666666666666
36,comedy,JULIE,F,,,,"
          
Julie.

          
Dü hasch recht... ich bi z'schwach gsi... 's müess jetz
                        emol e-n-End nàh!

        
",7,lustig-im-julie-si-gheimniss,17,2,0.0,0.11764705882352941
37,comedy,EMMA,F,,,,"
          
Emma.

          
Isch er denn eso erschrecklig, dà Patron?

        
",7,lustig-im-julie-si-gheimniss,8,1,0.0,0.125
38,comedy,JULIE,F,,,,"
          
Julie.

          
's isch e-n-alter Knab, e-n-Original... er hat nie
                        g'hirothe, wil er kei Fraü g'funde hat no
                        sine-n-Idee... er hat ebbes üsserordentligs welle, wo
                        züe ihm passt hätt...

        
",7,lustig-im-julie-si-gheimniss,34,4,0.091,0.11764705882352941
39,comedy,EMMA,F,,,,"
          
Emma.

          
Enfin, mache-n-ihr's üs mitnander... nur verroth mich
                        nitt un mach, ass mi Nieme sieht do in de-n-erste paar
                        Tàg.

        
",7,lustig-im-julie-si-gheimniss,25,1,0.394,0.04
40,comedy,JULIE,F,,,,"
          
Julie.

          
Das isch licht... züe Dim Zimmer dert isch e b'sundere
                        Stege, un 's geht nie Nieme dri as ich...
 Kleider kasch
                        ha vo mine, so viel ass De witt... bis Dine-n-akämme...
                        ich ha mehr as ich brüch... in dem thüet mi Mann nitt
                        spare.

        
",8,lustig-im-julie-si-gheimniss,47,4,0.15949999999999998,0.0851063829787234
41,comedy,EMMA,F,,,,"
          
Emma.

          
Er git Dr das, fir 's andere mache z'vergesse... awer we
                        me-n-eim ebbes müess mache z'vergesse, so isch's scho
                        g'fehlt!

        
",8,lustig-im-julie-si-gheimniss,26,3,0.0,0.11538461538461539
42,comedy,JULIE,F,,,,"
          
Julie.

          
Still... 's kunnt ebber d'Stege-n-ufe!... 's isch dr
                        Fritz' wohrschinlig...

        
",8,lustig-im-julie-si-gheimniss,14,1,0.441,0.07142857142857142
43,comedy,EMMA,F,,,,"
          
Emma.

          
Au revoir denn... ich gang in mi Unterschlupf
(se geht
                        in 's Zimmer links).

        
",8,lustig-im-julie-si-gheimniss,17,1,0.0,0.058823529411764705
44,comedy,Herr FRITZ,M,,,,"
          
Fritz

          
(macht d'Thüre-n-uf hinte)

          
Ich bi's, liewe Fraü...

        
",8,lustig-im-julie-si-gheimniss,14,3,0.46083670312179276,0.21428571428571427
46,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Wie Dü das sàisch!... was kunnt Dir i uf eimol?... worum
                        sàisch mr nitt « lieb Mànnle »?...

        
",9,lustig-im-julie-si-gheimniss,19,2,0.703,0.10526315789473684
47,comedy,JULIE,F,,,,"
          
Julie.

          
Was kunnsch jetz Dü do ku mache?... De weisch doch, ass
                        Di Herr Patron nitt lide ka, wenn Dü do ane kunnsch...

        
",9,lustig-im-julie-si-gheimniss,23,4,0.0,0.17391304347826086
48,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Mi Patron isch üsgange un do bin i üs em Lade
                        g'schliche, fir Dir g'schwind e Schmitzle ku
                        abstehle...

        
",9,lustig-im-julie-si-gheimniss,20,4,0.0,0.2
50,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Nur e kleiner Schmutz, Julie.

        
",10,lustig-im-julie-si-gheimniss,6,2,0.54,0.3333333333333333
51,comedy,JULIE,F,,,,"
          
Julie.

          
Zähl nitt druf... 's isch nit z'mache!

        
",10,lustig-im-julie-si-gheimniss,9,1,0.0,0.1111111111111111
53,comedy,JULIE,F,,,,"
          
Julie.

          
C'est-ça... we mr allei sin, so bisch Dü allewil mi
                        Mann, awer vor de Lit thüesch Dü mich nie fir Di Fraü
                        anerkenne.

        
",10,lustig-im-julie-si-gheimniss,24,4,0.10949999999999997,0.16666666666666666
54,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Ich ha Dich jo doch gern... De weisch jo wohl worum, ass
                        ich unser Hiroth verstecke thüe.

        
",10,lustig-im-julie-si-gheimniss,18,2,0.547,0.1111111111111111
55,comedy,JULIE,F,,,,"
          
Julie

          
(lipft d'Achsle)

          
Wege-n-em Patron!

        
",11,lustig-im-julie-si-gheimniss,10,1,0.0,0.1
56,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Wege-n-em Herr Rothfuchs... jà... er thàt mr's jo nitt
                        vergesse...

        
",11,lustig-im-julie-si-gheimniss,14,2,0.0,0.14285714285714285
58,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
's isch doch allewil mi Patron!... denk, was er scho an
                        mir tho hat... ich bin ihm Respect schuldig... 's isch
                        e g'scheidter Mann.

        
",11,lustig-im-julie-si-gheimniss,25,5,0.1876,0.2
59,comedy,JULIE,F,,,,"
          
Julie.

          
Was g'scheidt!... dumm isch er as wie Gànsedr...

          

        
",11,lustig-im-julie-si-gheimniss,9,2,0.258,0.2222222222222222
60,comedy,Herr FRITZ,M,,,,"
          
Fritz

          
(unterbricht se)

          
Mi Patron dumm!... voll Geist isch er... er hätt ganz
                        güet dr Telephon erfinde känne, wenn ihm dr Idee ku
                        wàr!

        
",12,lustig-im-julie-si-gheimniss,26,8,0.26283960940623696,0.3076923076923077
61,comedy,JULIE,F,,,,"
          
Julie.

          
Los Fritz... Dü bisch vo-n-ere Schwachheit... 's isch
                        nibt erlaübt! un ich müess drunter lide... me nimmt
                        mich fir e... ich traü nitt z'sage was... ich wird ganz
                        roth.

        
",12,lustig-im-julie-si-gheimniss,33,4,0.25092511929046746,0.12121212121212122
62,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Dü brüchsch nitt roth z'werde... Dü hasch 's Recht, alle
                        Litt az'lüege!

        
",12,lustig-im-julie-si-gheimniss,14,1,0.0,0.07142857142857142
65,comedy,JULIE,F,,,,"
          
Julie.

          
Ich ha jetz lang genüe g'warte... un wenn Dü's nitt
                        thüesch, so hasch mi nie gern g'ha.

        
",13,lustig-im-julie-si-gheimniss,19,2,0.2735,0.10526315789473684
66,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Ich Dich nitt gern g'ha!... dur's Fir gieng ich fir
                        Di... awer denk an mi Position.

        
",13,lustig-im-julie-si-gheimniss,18,3,0.18233333333333335,0.16666666666666666
67,comedy,JULIE,F,,,,"
          
Julie.

          
Liewer nitt Associé werde... un wenn Dü's nitt sage
                        witt, so sag' ich's in Dim Patron!

        
",13,lustig-im-julie-si-gheimniss,19,2,0.4177550546826891,0.10526315789473684
68,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Wenn De nur noch e paar Tàg wottsch warte...

        
",13,lustig-im-julie-si-gheimniss,10,1,0.0,0.1
69,comedy,JULIE,F,,,,"
          
Julie.

          
Das 'isch allewil d'gliche G'schichte... ich gib Dr zwei
                        Stund Zit!

        
",13,lustig-im-julie-si-gheimniss,13,2,0.0,0.15384615384615385
70,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
So loss mich doch nur z'erst das Ding e wenig ifàdle...
                        g'wiss ich bi stolz, Dich als mi Fraü z'proklamiere...

        
",14,lustig-im-julie-si-gheimniss,23,2,0.258,0.08695652173913043
75,comedy,JULIE,F,,,,"
          
Julie.

          
Gib Achtung, Fritz, wenn Dü's nitt thüesch, so mach ich
                        Dummheite... De bisch jetz g'warnt... ich will kei
                        G'heimniss meh.

        
",15,lustig-im-julie-si-gheimniss,22,3,0.0,0.13636363636363635
76,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Fir Dir z'gfalle, Julie, mach ich jo alles, alles
                        mache... nur müess ich ebbes ha, fir mir Müeth z'gà
(er
                        git ere ne Schmutz).

        
",15,lustig-im-julie-si-gheimniss,29,5,0.122,0.1724137931034483
77,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Oh!... dr Patron!...

        
",15,lustig-im-julie-si-gheimniss,4,1,0.0,0.25
78,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
So, so... do geht's glaüb schon züe!

        
",15,lustig-im-julie-si-gheimniss,10,2,0.2369335631118962,0.2
80,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Müess ich Di eigentlig allewil do ku süeche, wenn De
                        sottsch dunte si im Lade-n-un Pratike serviere!...

        
",16,lustig-im-julie-si-gheimniss,21,4,0.0,0.19047619047619047
81,comedy,JULIE,F,,,,"
          
Julie.

          
Awer, Herr...

        
",16,lustig-im-julie-si-gheimniss,3,1,0.0,0.3333333333333333
82,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Ich red' nitt mit Ihre, ich red' mit em Fritz.

        
",16,lustig-im-julie-si-gheimniss,12,1,0.0,0.08333333333333333
83,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Sin Se nitt so bös, Herr Rothfuchs... ich will Ene
                        expliziere...

        
",16,lustig-im-julie-si-gheimniss,12,2,0.0,0.16666666666666666
84,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
's hat alles sine Zit... un jetz isch dr Moment nitt,
                        fir dàre Jumpfere do dr Hof z'mache.

        
",16,lustig-im-julie-si-gheimniss,21,5,0.075,0.23809523809523808
86,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Schimpfe Se nitt, Herr Rothfuchs, ich ha grad
                        welle-n-awe geh... ich bi nur e wenig ufe ku... awer
                        grad ha-n-ich welle-n-awe geh.

        
",17,lustig-im-julie-si-gheimniss,29,4,0.0,0.13793103448275862
87,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Ich mein, Dü kännsch Di Zit besser züebringe-n-as bi ne
                        so-n-ere...

        
",17,lustig-im-julie-si-gheimniss,17,3,0.0,0.17647058823529413
88,comedy,JULIE,F,,,,"
          
Julie

          
(zornig)

          
Bi ne so-n-ere?...

        
",17,lustig-im-julie-si-gheimniss,9,1,0.0,0.1111111111111111
89,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Gang Dü in Di Zimmer, mi Schatz...

        
",17,lustig-im-julie-si-gheimniss,8,1,0.712,0.125
91,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Vor dem? üse mit!

        
",18,lustig-im-julie-si-gheimniss,6,1,0.0,0.16666666666666666
92,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Gang mi Schatz... gang...

        
",18,lustig-im-julie-si-gheimniss,5,1,0.712,0.2
93,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Nei, ich will, ass se-n-üsredt!

        
",18,lustig-im-julie-si-gheimniss,9,1,0.0,0.1111111111111111
94,comedy,JULIE,F,,,,"
          
Julie.

          
Mich eso traitiere!... b'sinn Di, Fritz, b'sinn Di...
                        ich will jetz nimmig niedertràchtig g'macht si vo-n-eso
                        me Growian!...

        
",18,lustig-im-julie-si-gheimniss,21,1,0.0,0.047619047619047616
95,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs

          
(züem Fritz)

          
Se hat g'sàit?... wie hat se g'sàit?...

        
",19,lustig-im-julie-si-gheimniss,13,1,0.0,0.07692307692307693
97,comedy,JULIE,F,,,,"
          
Julie.

          
Ich halt's jetz nimmig üs... wenn's eso furtgeht, so
                        verloss ich 's Hüs!...
(se geht ins Zimmer rechts).

        
",19,lustig-im-julie-si-gheimniss,23,2,0.2795,0.08695652173913043
98,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Fritz, ich ha scho g'sàh, mr werde-n-uneinig
                        mitnander!

        
",19,lustig-im-julie-si-gheimniss,12,2,0.197,0.16666666666666666
99,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Wisse Sie, ass ich da Morge scho Tüech verkaüft ha fir
                        vier Paar Hose...

        
",19,lustig-im-julie-si-gheimniss,15,2,0.0,0.13333333333333333
100,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Das Wibsbild isch noch Di Verderwe!

        
",20,lustig-im-julie-si-gheimniss,8,3,0.0,0.375
101,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Un zwei Gilets, un Tüech fir e Frack!

          

        
",20,lustig-im-julie-si-gheimniss,9,1,0.0,0.1111111111111111
102,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Ich ha-n-Unrecht g'ha, ass ich Dich uf Strossburg
                        g'schickt ha vor drei Monet... Dü hattsch in zwei oder
                        drei Tàg unsere G'schàfte känne b'sorge un blibsch vier
                        Wuche furt!... un alles das wege dere Liebschaft do, wo
                        De-n-ag'fange hasch... ich ha fir Dich ebbes bessers
                        g'hofft... aber wenn Dü jetzt scho-n-eso ne Lewe
                        fiehrsch...

        
",20,lustig-im-julie-si-gheimniss,62,5,0.19193917240022457,0.08064516129032258
103,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Was wànn Se halt... d'Liewe losst sich nitt
                        kummediere... wenn's Zit isch, paff, so hat's eim!

        
",20,lustig-im-julie-si-gheimniss,20,3,0.2785033697884594,0.15
104,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Ich weiss besser as Dü, was das fir e Krankhet isch....
                        awer ich bi wege dem doch nie iwer d'Grenze vo de
                        Convenances g'sprunge.

        
",20,lustig-im-julie-si-gheimniss,27,2,0.0,0.07407407407407407
105,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Awer, Herr Rothfuchs, ich will jo gar nitt iwer d'Grenze
                        springe!

        
",21,lustig-im-julie-si-gheimniss,13,1,0.0,0.07692307692307693
106,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Doch... Dü machsch z'viel Ufwand tir Di Julie... un
                        thüesch alles an se hànke, was schön un thir isch... so
                        ne-n-Associé ka-n-ich kein brüche.

        
",21,lustig-im-julie-si-gheimniss,31,2,0.37636395428389563,0.06451612903225806
108,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Ich sag Dr, se thüet Dich b'stehle!... se hànkt an Dr,
                        bis Dü nit meh hasch, derno...

        
",21,lustig-im-julie-si-gheimniss,19,1,0.0,0.05263157894736842
109,comedy,Herr FRITZ,M,,,,"
          
Fritz

          
(lacht heimlig)

          
Oh, sàll thüe-n-i jetz doch nitt glaüwe!

        
",21,lustig-im-julie-si-gheimniss,14,2,0.375,0.14285714285714285
110,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
's git nur ei Mittel, fir in dem Ding e-n-End z'mache...
                        loss se fahre-n-un stell se vor d'Thüre.

        
",22,lustig-im-julie-si-gheimniss,26,5,0.0,0.19230769230769232
111,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Ich wisst viellicht noch e besser Mittel.

        
",22,lustig-im-julie-si-gheimniss,8,2,0.0,0.25
112,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs

          
Was fir eins?

        
",22,lustig-im-julie-si-gheimniss,5,2,0.0,0.4
113,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Ich will's Ene sage, wenn Sie nitt wànn bös werde.

        
",22,lustig-im-julie-si-gheimniss,12,1,0.0,0.08333333333333333
114,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Nei... üse mit...

        
",22,lustig-im-julie-si-gheimniss,5,1,0.0,0.2
115,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Eh bien... wenn ich se thàt hirothe?...

        
",23,lustig-im-julie-si-gheimniss,8,1,0.5456787237501844,0.125
116,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Die hirothe!

        
",23,lustig-im-julie-si-gheimniss,4,1,0.0,0.25
117,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
's thàt si halt schicke...

        
",23,lustig-im-julie-si-gheimniss,6,1,0.0,0.16666666666666666
118,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Was!... se hat's eso wit mit Dir brocht?... se-n-isch
                        noch g'fahrliger as ich glaübt ha!... un unsre Plàn un
                        Di Position?...

        
",23,lustig-im-julie-si-gheimniss,26,1,0.0,0.038461538461538464
119,comedy,Herr FRITZ,M,,,,"
          
Fritz

          
(fir sich)

          
's packt nitt!

        
",23,lustig-im-julie-si-gheimniss,8,1,0.0,0.125
120,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
So ne Herg'loffene do... wo kei Sü hat... wenn se noch
                        ebbes hätt... awer se hat nit... Fritz... uf dr Stell
                        müesch se lo!... ich chargier mich, eüch üsnander
                        z'bringe.

        
",24,lustig-im-julie-si-gheimniss,33,4,0.13675,0.12121212121212122
122,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Das geht mich a... si müess es... ich weiss Dir e güete
                        Parthie... ich ha mr jetz emol in Kopf g'setzt, Dir Di
                        Glick z'mache, un ich mach's... wider Di Wille.

          

        
",24,lustig-im-julie-si-gheimniss,35,3,0.2259056250832985,0.08571428571428572
123,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Mr hätte doch so ne schön Pààrle gà.

        
",24,lustig-im-julie-si-gheimniss,9,2,0.37636395428389563,0.2222222222222222
124,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Kei Wort meh jetz dervo... 's isch e Coquette, wo Dich
                        trumpiert.

        
",24,lustig-im-julie-si-gheimniss,14,2,0.0,0.14285714285714285
125,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
's Julie mich trumpiere?... 's isch e-n-Engel!

        
",25,lustig-im-julie-si-gheimniss,10,2,0.297,0.2
126,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Se-n-isch Dr untreü, ich bi sicher !

        
",25,lustig-im-julie-si-gheimniss,10,2,0.211,0.2
127,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Sicher... par exemple... wisse Sie ebbes?

        
",25,lustig-im-julie-si-gheimniss,7,1,0.422,0.14285714285714285
128,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
He, he... was ka me sage!
(fir sich)
 ich will se scho
                        vonander bringe!

        
",25,lustig-im-julie-si-gheimniss,18,2,0.0,0.1111111111111111
129,comedy,Herr FRITZ,M,,,,"
          
Fritz.

          
Herr Rothfuchs, sage Se das nitt... Sie mache mir 's
                        Blüet z'koche!

        
",25,lustig-im-julie-si-gheimniss,14,3,0.0,0.21428571428571427
130,comedy,Herr ROTHFUCHS,M,,,,"
          
Herr Rothfuchs.

          
Scho güet... gang jetz emol awe-n-in dr Lade-n-un loss
                        mich mit ere rede.

        
",26,lustig-im-julie-si-gheimniss,19,3,0.2259056250832985,0.15789473684210525
